"Code","Département","Nom","Latitude","Longitude","Altitude"
"19237001","19","ST-PRIVAT",45.139,2.096,585
"19249001","19","ST YRIEIX",45.4705,1.984167,748
"19264001","19","SOURSAC",45.249,2.212833,528
"19272001","19","TULLE",45.2425,1.740333,235
"19275001","19","USSEL-LAMARTINE",45.558833,2.321333,654
"19275004","19","USSEL-LES PLAINES",45.527667,2.281667,670
"19275005","19","USSEL-COUZERGUES",45.558333,2.296667,670
"19276006","19","UZERCHE",45.396333,1.568167,422
"19288002","19","VOUTEZAC-MAN",45.285333,1.4645,130
"19288004","19","VOUTEZAC",45.279833,1.416,124
"20002001","20","AGHIONE",42.1045,9.430667,42
"20004002","20","AJACCIO",41.918,8.792667,5
"20004003","20","AJACCIO-PARATA",41.908333,8.618167,124
"20004005","20","AJACCIO-ILES SANGUINAIRES",41.876167,8.59,57
"20004009","20","AJACCIO-VIGNOLA",41.912167,8.653833,80
"20004010","20","AJACCIO-ASPRETTO",41.924,8.763333,4
"20004014","20","AJACCIO-MILELLI_SAPC",41.9385,8.720833,86
"20007001","20","ALBERTACCE-POPPAGHIA",42.284833,8.921167,1074
"20007400","20","Vergio",42.286833,8.891667,1420
"20007402","20","SPONDE-NIVOSE",42.3245,8.882667,1981
"20009001","20","ALERIA-CASABIANDA 3",42.093333,9.502333,41
"20009006","20","ALERIA-CASABIANDA 2",42.093333,9.502333,41
"20009007","20","ALERIA-CASABIANDA 1",42.114167,9.513,41
"20016001","20","ANTISANTI-ORTF",42.1685,9.3415,737
"20016004","20","ANTISANTI-ECOLE",42.165,9.346667,750
"20016005","20","ANTISANTI_SDIS",42.167667,9.336167,683
"20017001","20","APPIETTO-CARBINICA",41.9925,8.719667,317
"20017002","20","APPIETTO-LISTINCONE",42.003667,8.760833,235
"20023005","20","ASCO_SAPC",42.403833,8.922667,1400
"20023400","20","ASCO-STAGNU",42.402667,8.922667,1434
"20029001","20","BARBAGGIO-DDE",42.688333,9.38,300
"20029002","20","BARBAGGIO-PIAZZE",42.689667,9.377833,300
"20031001","20","BASTELICA-VILLAGE",41.9985,9.0405,828
"20031002","20","BASTELICA-PINETA",41.959167,9.003833,661
"20031005","20","BASTELICA-GEND",42.001833,9.0525,784
"20031400","20","Bastelica",41.999333,9.123167,1623
"20033007","20","BASTIA- VIEUX PORT",42.696167,9.452,2
"20033009","20","BASTIA-MONTESORO",42.670333,9.442167,25
"20033011","20","BASTIA-FANGO",42.704333,9.444833,26
"20033012","20","BASTIA-PORT 1",42.693333,9.446667,7
"20033015","20","BASTIA_SAPC",42.704333,9.444833,26
"20034001","20","BELGODERE-GEND",42.587667,9.023,286
"20034003","20","BELGODERE-DDE",42.587833,9.023167,290
"20040001","20","BOCOGNANO-GARE",42.080167,9.0525,660
"20040002","20","BOCOGNANO-DDE",42.083667,9.066,680
"20040003","20","BOCOGNANO-GARE",42.080167,9.052333,671
"20040004","20","BOCOGNANO",42.104167,9.103333,1019
"20040800","20","BOCOGNANO GARE_DOUBLE",42.080167,9.052333,671
"20041001","20","CAP PERTUSATO",41.374833,9.178333,107
"20046001","20","CAGNANO_OBS",42.877167,9.429,190
"20046002","20","CAGNANO",42.886667,9.4395,278
"20047001","20","CALACUCCIA-GEND",42.336167,9.0125,875
"20047003","20","CALACUCCIA-DDE",42.335,9.016667,800
"20047006","20","CALACUCCIA",42.3315,9.0215,811
"20048001","20","CALCATOGGIO-GEND 2",42.029167,8.760667,286
"20048002","20","CALCATOGGIO-GEND 1",42.029167,8.760667,286
"20049001","20","CALENZANA-CAVALLO",42.511833,8.673667,295
"20049003","20","CALENZANA-MF",42.442,8.854,547
"20050001","20","CALVI",42.5295,8.7915,57
"20050002","20","CALVI-REVELLATA",42.583,8.724333,52
"20051001","20","CAMBIA",42.372167,9.2955,822
"20054001","20","CAMPILE",42.495167,9.353,484
"20054002","20","CAMPILE_SAPC",42.494667,9.353,499
"20057002","20","CANALE DI VERDE-ALISTRO",42.260333,9.540333,71
"20061002","20","CARBINI-COL DE MELA",41.669667,9.184333,1105
"20062001","20","CARBUCCIA-Gare",42.024333,8.909667,208
"20065002","20","CARGESE",42.171667,8.607,17
"20083001","20","CASTIRLA",42.380167,9.134167,376
"20085001","20","CAURO",41.916,8.9205,394
"20085002","20","CAURO-PAVIGLIA",41.903667,8.858167,67
"20087002","20","CERVIONE CES",42.333333,9.483333,300
"20087003","20","CERVIONE-DDE",42.331667,9.49,300
"20092001","20","CONCA",41.717,9.3485,253
"20093001","20","CORBARA COUVENT",42.602667,8.912,296
"20093002","20","ILE ROUSSE",42.633167,8.922667,142
"20094001","20","CORRANO-VILLAGE",41.8885,9.064,447
"20094002","20","CORRANO-CARLU",41.888,9.057333,596
"20096001","20","CORTE-GEND",42.303333,9.165,384
"20096002","20","CORTE-SAN QUILICO",42.347,9.171833,566
"20096003","20","CORTE-DDE 1",42.303333,9.15,440
"20096004","20","CORTE U SERENU",42.303,9.154,400
"20096005","20","CORTE_FDF",42.299833,9.174333,362
"20096008","20","CORTE",42.2885,9.193167,350
"20098001","20","COTI CHIAVARI-GEND",41.773333,8.772333,491
"20100001","20","CRISTINACCE",42.2375,8.838333,1171
"20107001","20","CAP CORSE",43.003833,9.3595,72
"20107003","20","ERSA-ILE GIRAGLIA",43.026667,9.4055,50
"20108001","20","EVISA-VILLAGE",42.254,8.803167,856
"20108002","20","EVISA-ONF",42.263333,8.838667,1030
"20108003","20","EVISA ONF 1",42.263333,8.838667,1030
"20111002","20","FELCE-ORTIA",42.349667,9.401833,796
"20111003","20","FELCE AQUALINA",42.350833,9.417,784
"20114002","20","FIGARI",41.505167,9.103667,20
"20121001","20","GALERIA-GEND",42.409,8.646667,29
"20121002","20","GALERIA-DDE",42.386333,8.686833,154
"20124001","20","GHISONI GEND",42.103333,9.211667,658
"20124002","20","GHISONI-MARMANO 2",42.04,9.1965,977
"20124004","20","GHISONI-MARMANO 1",42.04,9.1965,977
"20126001","20","GIUNCAGGIO_SAPC",42.2165,9.369333,685
"20129001","20","GROSSA-Sénétosa",41.558333,8.794167,66
"20130001","20","GROSSETO PRUGNA",41.89,8.818833,68
"20131001","20","GUAGNO-MF",42.172833,8.892,750
"20134001","20","L'ILE ROUSSE-PIETRA",42.644667,8.932,50
"20134003","20","L'ILE ROUSSE-DDE 2",42.631667,8.936667,6
"20134004","20","L'ILE ROUSSE-DDE",42.631667,8.936667,6
"20135001","20","ISOLACCIO DI FIUMORBO-ONF",42.001667,9.281667,734
"20135002","20","ISOLACCIO DI FIUMORBO",41.992333,9.305,198
"20142001","20","LEVIE",41.7035,9.125833,571
"20142002","20","LEVIE-FOCE",41.626,9.082667,262
"20142003","20","LEVIE-DDE",41.705333,9.126667,611
"20147001","20","LOZZI",42.3495,9.010833,1063
"20148001","20","BASTIA",42.540667,9.485167,10
"20152003","20","LURI AGGLOMERATION",42.895,9.408333,112
"20153001","20","MANSO-PIRIO 2",42.377,8.749167,195
"20153003","20","MANSO-PIRIO 1",42.373333,8.778333,195
"20154001","20","MARIGNANA",42.188833,8.655333,515
"20156001","20","MAUSOLEO-TARTAGINE",42.4945,8.992833,713
"20160001","20","MOCA-CROCE",41.761667,9.0165,951
"20161001","20","MOITA-GEND",42.277333,9.415167,502
"20169001","20","MOROSAGLIA-GEND",42.462167,9.204,198
"20169003","20","MOROSAGLIA-GARE",42.464833,9.204167,195
"20169005","20","PONTE-LECCIA_OBS",42.461667,9.203,203
"20169006","20","MOROSAGLIA-PRATO",42.4285,9.3245,960
"20169007","20","PONTE-LECCIA",42.472667,9.199833,240
"20172002","20","MURATO-BOURG",42.573333,9.318333,530
"20173001","20","MURO-FELICETO",42.543667,8.934833,360
"20174001","20","MURZO",42.167667,8.827333,339
"20178001","20","NONZA-GEND",42.7845,9.345333,140
"20181001","20","OCANA EDF",41.945833,8.935167,191
"20185001","20","OLETTA",42.636667,9.343333,130
"20185003","20","OLETTA",42.632333,9.3205,75
"20190001","20","OLMI CAPPELLA-MF",42.5285,9.021833,855
"20190002","20","OLMI-CAPPELLA",42.5295,9.0165,844
"20191001","20","OLMICCIA",41.690833,9.058167,364
"20193001","20","OMESSA",42.401667,9.191667,264
"20198001","20","OTA-PORTO",42.263833,8.708833,28
"20198002","20","PORTO CANTONNIER",42.262167,8.708,32
"20200001","20","PALNECA-ONF 2",41.964333,9.191333,928
"20200003","20","PALNECA-ONF 1",41.964333,9.191333,928
"20203002","20","PARTINELLO-CURZU",42.317,8.6665,264
"20204002","20","PASTRICCIOLA-GITE COMMUNAL",42.1365,8.982667,554
"20204003","20","PASTRICCIOLA-VILLAGE",42.140167,8.9835,583
"20207001","20","FOLELLI",42.441667,9.510667,16
"20209001","20","PERI-VILLAGE",42.0045,8.922333,454
"20209003","20","PERI_SAPC",42.003167,8.905667,433
"20211001","20","PETRETO BICCHISANO",41.785167,8.979167,450
"20211002","20","PETRETO BICCHISANO-DDE",41.789167,8.924,75
"20212001","20","PIANA-DDE",42.194833,8.6365,172
"20212002","20","PIANA-GEND",42.239167,8.6345,439
"20214001","20","PIANO-DDE",42.445,9.403333,629
"20215002","20","PIANOTOLLI-CALDARELLO",41.483333,9.06,80
"20218001","20","PIEDICORTE DI GAGGIO-ECOLE  2",42.236167,9.328167,735
"20218002","20","PIEDICORTE DI GAGGIO-ECOLE  1",42.236167,9.328167,735
"20219001","20","PIEDICROCCE-PTT",42.374,9.368333,613
"20223001","20","PIETRALBA",42.541,9.172,510
"20224001","20","PIETRACORBARA",42.8535,9.4215,354
"20232001","20","PILA CANALE-GEND",41.808833,8.913833,389
"20232002","20","PILA-CANALE",41.8145,8.903667,407
"20236001","20","POGGIO DI NAZZA-ONF",42.055,9.3,400
"20240001","20","GUAGNO LES BAINS",42.174833,8.890667,430
"20246001","20","LA PORTA-GEND",42.4235,9.353333,522
"20247001","20","LA CHIAPPA",41.594833,9.363167,57
"20247006","20","PORTO VECCHIO-MARGHESE",41.662667,9.189833,957
"20247007","20","PORTO VECCHIO-OSPEDALE DDE",41.650833,9.194,853
"20247011","20","PORTO VECCHIO-COLLEGE",41.602,9.271667,13
"20248001","20","PRATO DI GIOVELLINA-DDE",42.423333,9.163333,848
"20249001","20","PROPRIANO VILLE",41.675333,8.902,5
"20249003","20","PROPRIANO",41.678167,8.915,34
"20251001","20","PRUNELLI DI FIUMORBO-GEND",42.009667,9.322667,558
"20254001","20","QUENZA-BAVELLA",41.810833,9.246167,667
"20254004","20","QUENZA-LARONE",41.831667,9.275833,612
"20254006","20","QUENZA",41.777667,9.142833,932
"20255001","20","STOPPIA NOVA",42.430667,9.340833,780
"20258001","20","RENNO",42.190167,8.807167,755
"20264001","20","RUSIO",42.367167,9.266167,863
"20264002","20","RUSIO_SAPC",42.364167,9.2645,860
"20266001","20","SALICE",42.121,8.902,642
"20268001","20","SAMPOLO",41.943,9.123,837
"20269001","20","SARI SOLENZARA-GEND",41.858167,9.395833,23
"20269002","20","SARI SOLENZARA-DDE",41.854167,9.400833,7
"20270001","20","SARI D'ORCINO",42.0785,8.802333,407
"20270002","20","SARI D'ORCINO-ALZETO",42.076,8.8025,353
"20272001","20","SARTENE-CIMETIERE",41.620167,8.962167,272
"20272002","20","SARTENE MADONINA",41.644,8.958,44
"20272003","20","SARTENE-AGGLOMERATION",41.621667,8.973333,300
"20272004","20","SARTENE",41.652333,8.979333,62
"20273001","20","SCATA",42.429333,9.412167,185
"20278400","20","BUCCHINERA",41.823667,9.142333,1528
"20281001","20","CAP SAGRO",42.798333,9.488667,111
"20284001","20","SOLLACARO",41.761667,8.874667,33
"20298001","20","SAINT FLORENT-GEND",42.675,9.303333,8
"20298004","20","SAINT FLORENT-FORNALI",42.688833,9.279667,5
"20303002","20","ALISTRO",42.259667,9.5415,65
"20304001","20","SAN LORENZO-SAINT LAURENT",42.3835,9.289833,631
"20308001","20","STE-LUCIE-TALLANO-BOURG",41.6985,9.063667,439
"20312001","20","SANTA MARIA SICHE",41.879167,8.989167,541
"20312003","20","SANTA-MARIA",41.878333,8.981667,480
"20314001","20","SANTO PIETRO DI TENDA-BACCIALU",42.6555,9.171167,340
"20314006","20","SANTO PIETRO DI TENDA",42.635833,9.200667,484
"20326001","20","TOLLA_SAPC",41.9635,8.959167,698
"20330001","20","UCCIANI",42.043333,8.976667,500
"20330002","20","UCCIANI-CINTULINU",42.061167,8.965167,291
"20332001","20","URTACA-CHIERCHIU",42.655,9.115,154
"20333001","20","VALLECALLE-ECOLE",42.596667,9.338667,348
"20336001","20","VALLE-DI-MEZZANA",42.028333,8.832,450
"20339001","20","VALLICA-TARTAGINE",42.4945,8.992833,713
"20341001","20","VENACO-GEND",42.234833,9.174167,615
"20341003","20","VENACO-SERRAGGIO",42.23,9.173333,626
"20341400","20","MANICCIA-NIVOSE",42.21,9.05,2360
"20342001","20","SOLENZARA",41.921833,9.400833,12
"20342003","20","VENTISERI-MIGNATAJA",41.964667,9.387333,25
"20342004","20","VENTISERI-TRAVO",41.917333,9.390667,19
"20347001","20","VEZZANI-ONF",42.171667,9.245,750
"20348001","20","VICO COUVENT",42.160667,8.801167,414
"20348002","20","VICO-DDE",42.1665,8.803167,383
"20348003","20","VICO-SAGONE",42.111833,8.687,27
"20354001","20","VIVARIO-VIZZAVONA 3",42.124,9.133667,986
"20354002","20","VIVARIO-ECOLE",42.173167,9.17,648
"20354003","20","VIVARIO-GARE",42.177333,9.168833,630
"20354004","20","VIVARIO-VIZZAVONA 2",42.124,9.133667,986
"20354005","20","VIVARIO-COL DE LA SERRA",42.169667,9.165833,807
"20354006","20","VIVARIO-VIZZAVONA 1",42.124,9.133667,986
"20354007","20","FORET_VIZZAVONA",42.124,9.133667,986
"20354008","20","VIVARIO_SAPC",42.152667,9.149167,773
"20356001","20","ZALANA",42.25,9.366667,635
"20359001","20","ZICAVO-PIAZZI",41.9065,9.126667,630
"20359003","20","ZICAVO-DDE",41.878,9.107333,962
"20359004","20","ZICAVO-GEND",41.9065,9.128,654
"20362001","20","ZONZA-GEND",41.750667,9.171,772
"20362002","20","ZONZA-ONF",41.710833,9.208833,965
"20362004","20","ZONZA-BAVELLA",41.7965,9.225667,1212
"20362005","20","ZONZA",41.747167,9.172,808
"21012001","21","AMPILLY LE SEC",47.808333,4.529,277
"21030001","21","AUBAINE",47.166667,4.703833,380
"21043001","21","BAIGNEUX LES JUIFS",47.600333,4.645167,415
"21056001","21","BEIRE LE CHATEL",47.413833,5.208333,250
"21065001","21","BESSEY",47.086,4.743167,593
"21068001","21","BEUREY-BAUGUAY",47.233667,4.419833,410
"21109001","21","BRION SUR OURCE",47.916167,4.659333,234
"21116002","21","BURE LES TEMPLIERS_SAPC",47.7195,4.948167,461
"21131001","21","PAGNY-LE-CHATEAU",47.043167,5.190667,182
"21139001","21","CHAMPEAU-EN-M",47.257,4.133667,600
"21142001","21","CHANCEAUX",47.524333,4.713333,465
"21146001","21","CHARMES",47.377667,5.345333,198
"21154001","21","CHATILLON/SEINE",47.849333,4.581333,262
"21154002","21","CHATILLON-SUR-SEINE",47.858333,4.573333,215
"21154003","21","CHATILLON-SUR-SEINE BOURG",47.858333,4.573333,270
"21154006","21","CHATILLON-SUR-SEINE BOURG",47.858333,4.573333,234
"21164002","21","CHAZILLY",47.188833,4.602,400
"21228001","21","DETAIN-ET-BRUANT",47.172833,4.791167,590
"21231001","21","DIJON",47.320667,5.019333,241
"21231007","21","DIJON TOISON",47.358333,5.043333,270
"21237001","21","ECHALOT",47.613333,4.835333,440
"21296001","21","GEVROLLES",47.987833,4.775167,230
"21299001","21","GISSEY-SOUS-FLAVIGNY",47.512,4.589,280
"21304002","21","GRANCEY LE CHATEAU",47.668333,5.025333,403
"21308001","21","GRIGNON",47.560833,4.407,335
"21310001","21","GROSBOIS-EN-MONTAGNE",47.319333,4.596333,376
"21312001","21","GURGY-LA-VILLE",47.848833,4.940333,301
"21321001","21","JAILLY-LES-M.",47.458333,4.598333,310
"21326001","21","JOURS LES BAIGNEUX_SAPC",47.636,4.596333,392
"21332001","21","LABERGEMENT LES",47.006833,5.088833,203
"21343001","21","DIJON-LARREY",47.306667,4.992833,305
"21349001","21","LIERNAIS",47.207833,4.2835,492
"21361001","21","LUX",47.487667,5.207,252
"21380001","21","MARCIGNY SOUS THIL",47.3955,4.3845,316
"21386001","21","MARIGNY LE CAHOUET",47.4475,4.4335,335
"21390001","21","MARSANNAY LA COTE",47.266667,4.986833,280
"21395001","21","MASSINGY-LES-VITTEAUX_SAPC",47.388667,4.586333,509
"21406001","21","MESMONT",47.308167,4.733833,448
"21410001","21","MEULSON",47.688333,4.698833,401
"21425001","21","MONTBARD_SAPC",47.6285,4.3305,209
"21445001","21","LA MOTTE-TERNANT",47.328,4.337167,362
"21446001","21","MOUTIERS-ST-J.",47.563167,4.214667,277
"21454001","21","NICEY",47.860333,4.315333,209
"21461001","21","NOLAY",46.957833,4.6225,375
"21464001","21","NUITS ST GEORGE",47.136667,4.953333,232
"21473001","21","DIJON-LONGVIC",47.267833,5.088333,219
"21484001","21","PLANAY",47.746,4.381,278
"21501003","21","POUILLY EN AUX_SAPC",47.251333,4.561,412
"21503001","21","POUILLY SUR VINGEANNE",47.542667,5.417667,239
"21515001","21","QUETIGNY",47.316167,5.126167,217
"21519001","21","RECEY SUR OURCE",47.782167,4.864167,326
"21527001","21","LA ROCHEPOT",46.9525,4.674,417
"21546001","21","ST-DIDIER",47.325833,4.161833,553
"21560001","21","ST-MARTIN-MER",47.238167,4.260833,521
"21561001","21","ST-MARTIN (MAN)",47.431667,4.788333,540
"21561003","21","ST-MARTIN-DU-M",47.4005,4.781167,578
"21564001","21","ST NIC. CITEAUX",47.122167,5.072167,203
"21567001","21","ARNAY_SAPC",47.124833,4.498667,396
"21569001","21","SAINT-ROMAIN CHATEAU",46.995,4.708333,425
"21573001","21","SAINT-SEINE-L'ABBAYE BOURG",47.44,4.786667,419
"21573003","21","SAINT-SEINE-L'ABBAYE BOURG",47.44,4.786667,461
"21584001","21","SAULIEU",47.264167,4.215,586
"21589001","21","SAUSSY",47.468833,4.961833,554
"21590001","21","SAVIGNY LES BEA",47.056333,4.836667,246
"21603001","21","SEMUR EN AUXOIS_SAPC",47.482,4.34,314
"21603003","21","SEMUR-EN-AUXOIS",47.491667,4.33,285
"21611001","21","SOMBERNON RUE D'ARNAY",47.308333,4.705,535
"21633002","21","THOREY SOUS CHARNY_SAPC",47.319167,4.4395,421
"21638002","21","TIL-CHATEL_SAPC",47.544833,5.2075,283
"21648001","21","TURCEY",47.408333,4.715,365
"21656001","21","VARANGES",47.233333,5.196667,200
"21685001","21","VILLAINES EN D",47.68,4.524833,344
"21699001","21","VILLERS_LES_POTS",47.205833,5.350667,199
"21710004","21","VITTEAUX",47.402833,4.543,312
"21714001","21","VOSNE ROMANEE",47.161833,4.954167,255
"22001001","22","ALLINEUC",48.3,-2.901667,170
"22005003","22","BELLE-ISLE-EN-TERRE",48.55,-3.3875,158
"22011001","22","BOQUEHO",48.468333,-2.958333,168
"22015001","22","BREHAND",48.401833,-2.572167,91
"22016001","22","ILE-DE-BREHAT",48.855167,-3.0045,25
"22020002","22","BROONS",48.3175,-2.233167,108
"22023001","22","BULAT-PESTIVIEN",48.447,-3.318167,250
"22025004","22","CALLAC",48.414667,-3.396833,187
"22032002","22","CAULNES-EDF",48.298333,-2.142167,75
"22033001","22","CAUREL-EDF",48.207667,-3.051333,150
"22034001","22","CAVAN",48.675333,-3.344167,95
"22045001","22","COHINIAC",48.463333,-2.95,180
"22045002","22","COHINIAC",48.459667,-2.948333,187
"22046003","22","COLLINEE-EDF",48.294833,-2.499333,201
"22047002","22","CORLAY",48.311667,-3.058333,190
"22048001","22","CORSEUL",48.481167,-2.196833,65
"22052001","22","DUAULT",48.365,-3.411667,155
"22052002","22","DUAULT",48.37,-3.454167,181
"22065002","22","GOUDELIN",48.599333,-3.012,102
"22081001","22","HILLION",48.5005,-2.642,53
"22092001","22","KERPERT",48.404,-3.147667,281
"22093001","22","LAMBALLE",48.475833,-2.526,50
"22104001","22","LANGUEDIAS",48.386333,-2.212,85
"22108001","22","LANLEFF",48.691167,-3.0405,78
"22113004","22","LANNION",48.743333,-3.543333,65
"22113006","22","LANNION_AERO",48.755333,-3.468667,85
"22114001","22","LANRELAS",48.251667,-2.293333,95
"22114003","22","LANRELAS-EDF",48.248833,-2.2915,112
"22115001","22","LANRIVAIN",48.348333,-3.2155,255
"22116003","22","LANRODEC",48.490167,-3.0465,221
"22118001","22","LANVALLAY",48.440833,-2.016333,81
"22121001","22","LANVOLLON",48.631667,-2.983333,95
"22128001","22","LOCARN",48.336833,-3.471333,161
"22135001","22","LOUARGAT",48.551667,-3.376833,148
"22136001","22","LOUDEAC",48.165167,-2.765,130
"22138003","22","MAEL-PESTIVIEN-EDF",48.418667,-3.303167,257
"22147006","22","MERDRIGNAC",48.188,-2.4205,145
"22158001","22","MUR-DE-BRETAGNE",48.19,-3.011667,83
"22158002","22","MUR-DE-BRETAGNE",48.183333,-3.,128
"22158004","22","MUR-DE-BRETAGNE",48.201667,-2.995,156
"22158005","22","MUR-DE-BRETAGNE",48.204333,-3.001167,155
"22162002","22","PAIMPOL",48.785,-3.048333,10
"22168001","22","PLOUMANAC'H",48.825833,-3.473167,55
"22171001","22","PLAINTEL",48.395,-2.826667,148
"22171006","22","PLAINTEL",48.431833,-2.808833,206
"22179002","22","FREHEL",48.628333,-2.361667,65
"22183001","22","PLEMET",48.18,-2.625,90
"22183002","22","PLEMET",48.174333,-2.559333,168
"22186002","22","PLENEUF-VAL-AND",48.588333,-2.558333,12
"22186004","22","PLENEUF VA",48.581667,-2.535333,65
"22189001","22","PLESIDY",48.446667,-3.12,205
"22189002","22","PLESIDY",48.445667,-3.126,203
"22190002","22","PLESLIN-TRIGAVO",48.519,-2.083,70
"22193001","22","PLESTAN",48.417167,-2.382,92
"22203002","22","PLOEUC-SUR-LIE",48.335,-2.770333,196
"22208001","22","PLOUASNE",48.321667,-2.06,46
"22215001","22","PLOUFRAGAN",48.515,-2.8,122
"22215002","22","PLOUFRAGAN",48.508333,-2.825,45
"22219003","22","PLOUGUENAST",48.265833,-2.748333,235
"22223001","22","PLOUISY",48.576667,-3.19,140
"22223002","22","PLOUISY",48.562,-3.2045,146
"22228001","22","PLOUNEVEZ-MOEDE",48.57,-3.408333,82
"22238001","22","PLUFUR",48.606833,-3.577667,139
"22243001","22","PLUSQUELLEC",48.404167,-3.522333,214
"22247002","22","POMMERIT-JAUDY",48.742,-3.251,55
"22249003","22","PONT-MELVEZ",48.491,-3.258,215
"22261002","22","QUINTENIC",48.519167,-2.42,71
"22262002","22","QUINTIN",48.391667,-2.916667,180
"22263001","22","LE QUIOU",48.3445,-2.0085,20
"22266001","22","ROSTRENEN",48.226667,-3.295333,236
"22278005","22","SAINT BRIEUC",48.506167,-2.735667,84
"22282001","22","SAINT-CAST-LE-G",48.6445,-2.247,35
"22287001","22","SAINT-DONAN",48.468333,-2.863333,170
"22294003","22","ST-GILLES-PLIGEAUX-EDF",48.384333,-3.091333,266
"22333001","22","SAINT-VRAN",48.246,-2.491167,282
"22334001","22","SAINT-IGEAUX",48.2725,-3.104833,205
"22369001","22","TREMEUR",48.348167,-2.287833,69
"22371001","22","TREMOREL",48.198333,-2.2855,125
"22372001","22","ST BRIEUC",48.534667,-2.852,135
"22384001","22","UZEL",48.2775,-2.846667,203
"23001001","23","AHUN LYCEE",46.093333,2.029833,460
"23004003","23","ANZEME MONTBUT",46.257167,1.863667,381
"23008004","23","AUBUSSON_SAPC",45.957833,2.187833,486
"23008005","23","AUBUSSON LYCEE",45.952333,2.173333,440
"23013001","23","AUZANCES_SAPC",46.0215,2.489333,564
"23021001","23","BENEVENT_SAPC",46.121,1.6285,460
"23025001","23","BONNAT",46.315333,1.916333,382
"23030004","23","BOURGANEUF",45.942333,1.725833,513
"23031002","23","BOUSSAC_SAPC",46.343333,2.228333,380
"23036002","23","BUSSIERE-DUNOISE",46.257833,1.772,390
"23045001","23","CHAMBON VOUEIZE",46.186833,2.424667,329
"23046001","23","CHAMBONCHARD",46.176,2.553,320
"23061001","23","CHENERAILLES",46.116833,2.177167,510
"23063001","23","CLAIRAVAUX",45.7785,2.163833,635
"23067001","23","LA COURTINE",45.702667,2.263667,772
"23069002","23","CROCQ",45.867167,2.362167,710
"23075001","23","DUN LE PALESTEL",46.317833,1.666833,365
"23079002","23","FELLETIN",45.880167,2.186,635
"23081001","23","FLAYAT",45.776,2.383167,767
"23082001","23","FLEURAT",46.240333,1.684333,407
"23086002","23","FRANSECHES",46.021333,2.064,500
"23089001","23","GENOUILLAC",46.352333,1.985,306
"23090003","23","GENTIOUX",45.785,1.997333,794
"23093001","23","GOUZON",46.193,2.236833,378
"23096001","23","GUERET BONGEOT",46.1805,1.879333,402
"23096005","23","GUERET GENDARMERIE LELIEVRE",46.168333,1.873333,465
"23096007","23","GUERET-GRANCHER",46.160667,1.867167,546
"23096008","23","GUERET COURTIL",46.1665,1.8545,464
"23108001","23","LEYRAT",46.361667,2.293333,420
"23113001","23","LUPERSAT_SAPC",45.9865,2.393167,610
"23114001","23","LUSSAT",46.167833,2.359,419
"23118001","23","MAISONNISSES",46.066,1.904833,590
"23131001","23","MERINCHAL",45.931667,2.463333,702
"23142001","23","NEOUX",45.915667,2.260667,585
"23144001","23","LA NOUAILLE",45.832,2.055333,720
"23149001","23","PARSAC",46.186333,2.117167,460
"23149002","23","PARSAC-GLAD",46.175167,2.169,440
"23155001","23","PONTARION_SAPC",45.995667,1.852833,455
"23162002","23","ROCHES-BOURSOLLES",46.2995,1.994833,398
"23165001","23","ROYERE VASSIVIE",45.851833,1.938167,711
"23169001","23","LA SAUNIERE",46.131833,1.938,446
"23172001","23","LA SERRE BUSS",46.056833,2.319667,510
"23176001","23","LA SOUTERRAINE",46.2425,1.451833,370
"23192001","23","ST ETIENNE DE FURSAC",46.148333,1.516667,320
"23200002","23","ST GOUSSAUD",46.028,1.558667,572
"23206001","23","ST LAURENT",46.16,1.958333,390
"23206002","23","GUERET-ST LAURENT",46.1755,1.950333,365
"23209001","23","SAINT-LOUP_SAPC",46.140667,2.2645,440
"23223001","23","ST-MOREIL",45.850667,1.683333,414
"23257001","23","VALLIERES",45.899833,2.01,559
"23264001","23","LA VILLEDIEU",45.735,1.897333,600
"24026001","24","BASSILLAC",45.195,0.816667,95
"24028001","24","BEAUMONT",44.7645,0.767167,140
"24035001","24","BELVES",44.773333,1.008333,90
"24035003","24","BELVES",44.782667,0.956,238
"24037001","24","BERGERAC TABAC",44.85,0.523333,33
"24037003","24","BERGERAC PETIT SEMINAIRE",44.851667,0.483333,33
"24037005","24","BERGERAC",44.822833,0.524167,49
"24050001","24","BORREZE SA",44.968333,1.416667,335
"24064001","24","BRANTOME",45.356833,0.645833,129
"24068001","24","LE BUISSON CADO",44.8445,0.91,69
"24081001","24","CARLUX",44.889833,1.361,207
"24133002","24","LA COQUILLE",45.5445,0.982167,324
"24138001","24","COULOUNIEIX",45.176667,0.7,205
"24138002","24","COULOUNIEIX SA",45.176667,0.7,205
"24138004","24","COULOUNIEIX",45.1595,0.676667,217
"24152001","24","DOMME",44.798333,1.219667,165
"24158001","24","DUSSAC",45.411667,1.071667,320
"24167001","24","EYMET",44.667833,0.405,65
"24172001","24","LES EYZIES DE TAYAC",44.935167,1.0195,73
"24212001","24","ISSIGEAC",44.732833,0.607667,106
"24223001","24","LALINDE",44.839167,0.738667,40
"24226001","24","LAMOTHE MONTRAV",44.837333,0.041167,9
"24244001","24","LOLME",44.706667,0.831667,205
"24253001","24","MAREUIL",45.447333,0.447833,126
"24272001","24","MINZAC",44.971667,0.04,65
"24280001","24","MONPAZIER",44.684,0.891667,199
"24291001","24","MONTIGNAC",45.052167,1.147333,77
